PRODUCTO;Modelo ;Descripcion ;Proveedor ;;Quantity;Price USD
ID-00000229;PU23;LLAVE FIJA ANILLO-BOCA 23 MM;ITURRIA S.A;BAHCO;1;7,49
ID-00000230;PU24;LLAVE FIJA ANILLO-BOCA 24 MM;ITURRIA S.A;BAHCO;1;4,27
ID-00000231;PU25;LLAVE FIJA ANILLO-BOCA 25 MM;ITURRIA S.A;BAHCO;1;3,70
ID-00000232;PU26;LLAVE FIJA ANILLO-BOCA 26 MM;ITURRIA S.A;BAHCO;1;9,34
ID-00000233;PU27;LLAVE FIJA ANILLO-BOCA 27 MM;ITURRIA S.A;BAHCO;1;26,02
ID-00000234;PU28;LLAVE FIJA ANILLO-BOCA 28 MM;ITURRIA S.A;BAHCO;1;13,10
ID-00000235;PU29;LLAVE FIJA ANILLO-BOCA 29 MM;ITURRIA S.A;BAHCO;1;4,75
ID-00000236;PU30;LLAVE FIJA ANILLO-BOCA 30 MM;ITURRIA S.A;BAHCO;1;14,47
ID-00000237;PU516;"LLAVE FIJA ANILLO-BOCA 5/16""";ITURRIA S.A;BAHCO;1;0,95
ID-00000238;PU1132;"LLAVE FIJA ANILLO-BOCA 11/32""";ITURRIA S.A;BAHCO;4;1,87
ID-00000239;PU38;"LLAVE FIJA ANILLO-BOCA 3/8""";ITURRIA S.A;BAHCO;3;2,86
ID-00000240;PU716;"LLAVE FIJA ANILLO-BOCA 7/16""";ITURRIA S.A;BAHCO;1;0,95
ID-00000241;PU12P;"LLAVE FIJA ANILLO-BOCA 1/2""";ITURRIA S.A;BAHCO;2;1,90
ID-00000242;PU916;"LLAVE FIJA ANILLO-BOCA 9/16""";ITURRIA S.A;BAHCO;2;2,19
ID-00000243;PU58;"LLAVE FIJA ANILLO-BOCA 5/8""";ITURRIA S.A;BAHCO;1;1,41
ID-00000244;PU1116;"LLAVE FIJA ANILLO-BOCA 11/16""";ITURRIA S.A;BAHCO;3;5,75
ID-00000245;PU34P;"LLAVE FIJA ANILLO-BOCA 3/4""";ITURRIA S.A;BAHCO;1;4,83
ID-00000246;PU1316;"LLAVE FIJA ANILLO-BOCA 13/16""";ITURRIA S.A;BAHCO;3;6,20
ID-00000247;PU1;"LLAVE FIJA ANILLO-BOCA 1""";ITURRIA S.A;BAHCO;3;11,10
ID-00000248;PU1116;"LLAVE FIJA ANILLO-BOCA 1 1/16""";ITURRIA S.A;BAHCO;2;3,89
ID-00000249;PU118;"LLAVE FIJA ANILLO-BOCA 1 1/8""";ITURRIA S.A;BAHCO;2;9,85
ID-00000250;PU114;"LLAVE FIJA ANILLO-BOCA 1 1/4""";ITURRIA S.A;BAHCO;2;12,60
ID-00000251;01830;VIDRIO TRANSPARENTE P/CARETA;BERMON DISTRIBUIDORA S.R.L;KEMEN;5;4,24
ID-00000252;01827;VIDRIO TONO 10 - 11 P/MASCARA DE SOLDAR;BERMON DISTRIBUIDORA S.R.L;BERMON;10;10,61
ID-00000253;SN10;"BOCA LLAVE ESTRIADA CORTA 1/2"" DE 10 MM";ITURRIA S.A;BAHCO;0;0,00
ID-00000254;SN12;"BOCA LLAVE ESTRIADA CORTA 1/2"" DE 12 MM";ITURRIA S.A;BAHCO;0;0,00
ID-00000255;SN8;"BOCA LLAVE ESTRIADA CORTA 1/2"" DE 8 MM";ITURRIA S.A;BAHCO;2;1,77
ID-00000256;SN10100;"BOCA LLAVE ESTRIADA LARGA 1/2"" DE 10-100";ITURRIA S.A;BAHCO;1;6,48
ID-00000257;SN8100;"BOCA LLAVE ESTRIADA LARGA 1/2"" DE 8 MM";ITURRIA S.A;BAHCO;1;1,22
ID-00000258;ST40;"BOCA LLAVE CON PUNTA TORX 1/2"" - T40";ITURRIA S.A;BAHCO;0;0,00
ID-00000259;ST30;"BOCA LLAVE CON PUNTA TORX 1/2"" - T30";ITURRIA S.A;BAHCO;1;1,16
ID-00000260;ST27;"BOCA LLAVE CON PUNTA TORX 1/2"" - T27";ITURRIA S.A;BAHCO;1;0,89
ID-00000261;ST25;"BOCA LLAVE CON PUNTA TORX 1/2"" - T25";ITURRIA S.A;BAHCO;2;1,77
ID-00000262;ST45;"BOCA LLAVE CON PUNTA TORX 1/2"" - T45";ITURRIA S.A;BAHCO;2;2,66
ID-00000263;ST55;"BOCA LLAVE CON PUNTA TORX 1/2"" - T55";ITURRIA S.A;BAHCO;2;3,00
ID-00000264;ST60;"BOCA LLAVE CON PUNTA TORX 1/2"" - T60";ITURRIA S.A;BAHCO;2;3,18
ID-00000265;ST50;"BOCA LLAVE CON PUNTA TORX 1/2"" - T50";ITURRIA S.A;BAHCO;2;1,77
ID-00000266;SM7;"BOCA LLAVE C/ PUNTA HEXAG. 1/2"" DE 7 MM";ITURRIA S.A;BAHCO;1;2,71
ID-00000267;SM5;"BOCA LLAVE C/ PUNTA HEXAG. 1/2"" DE 5 MM";ITURRIA S.A;BAHCO;1;0,71
ID-00000268;SM6;"BOCA LLAVE C/ PUNTA HEXAG. 1/2"" DE 6 MM";ITURRIA S.A;BAHCO;0;0,71
ID-00000269;SM10;"BOCA LLAVE C/ PUNTA HEXAG. 1/2"" DE 10MM";ITURRIA S.A;BAHCO;0;0,71
ID-00000270;SM9;"BOCA LLAVE C/ PUNTA HEXAG. 1/2"" DE 9 MM";ITURRIA S.A;BAHCO;1;0,67
ID-00000271;SM8;"BOCA LLAVE C/ PUNTA HEXAG. 1/2"" DE 8 MM";ITURRIA S.A;BAHCO;0;0,67
ID-00000272;SM12;"BOCA LLAVE C/ PUNTA HEXAG. 1/2"" DE 12 MM";ITURRIA S.A;BAHCO;1;0,72
ID-00000273;SM14;"BOCA LLAVE C/ PUNTA HEXAG. 1/2"" DE 14 MM";ITURRIA S.A;BAHCO;1;0,71
ID-00000274;SM17;"BOCA LLAVE C/ PUNTA HEXAG. 1/2"" DE 17 MM";ITURRIA S.A;BAHCO;0;0,71
ID-00000275;SD8;"BOCA LLAVE 1/2"" CON PUNTA PLANA";ITURRIA S.A;BAHCO;1;0,86
ID-00000276;SP2;"BOCA LLAVE 1/2"" CON PUNTA PHILLIPS #2";ITURRIA S.A;BAHCO;0;0,00
ID-00000277;PU14P;"LLAVE FIJA ANILLO-BOCA DE 1/4""";ITURRIA S.A;BAHCO;2;1,91
ID-00000278;2175140D;ALICATE DE CORTE LATERAL 140MM;ITURRIA S.A;BAHCO;1;2,58
ID-00000279;3140100;DESTORNILLADOR PUNTA PLANA;ITURRIA S.A;BAHCO;1;0,72
ID-00000280;3240125;DESTORNILLADOR PUNTA PLANA;ITURRIA S.A;BAHCO;1;0,17
ID-00000281;3180150;DETORNILLADOR PUNTA PLANA;ITURRIA S.A;BAHCO;3;0,99
ID-00000282;2.14.156.120;"MOTOBOMBA DE 2""";FIASA S.A.I.C Y F.;TOYAMA;0;0,99
ID-00000283;TOYAMA1200;GRUPO ELECTROGENO 1200;FIASA S.A.I.C Y F.;TOYAMA;0;0,99
ID-00000284;1940000;VIBRADOR DE CONCRT. VCNW-55 S/CABEZAL;ROBERTO RUMBOS SRL  (CLIENTE;NIWA;0;0,99
ID-00000285;238-063;SOLDADORA ESAB BUDDY ARC 145;DISMAR;ESAB;0;0,99
ID-00000286;03225.14;SOLDADORA ESAB LHN 220i PLUS;BERMON DISTRIBUIDORA S.R.L;ESAB;1;8,81
ID-00000287;02605.20;BARREHOJAS PLASTICO SIN CABO;BERMON DISTRIBUIDORA S.R.L;EL PARQUE;42;27,54
ID-00000288;7101-KRO;PAR DE GUANTE HILO CON PALMA DESCARNE;GAMISOL;GAMISOL;160;0,00
ID-00000289;130;PAR DE GUANTE MOTEADO;MARTINEZ ALEJANDRO;DE PASCALE;248;510558,82
ID-00000290;60904;CASCO AMARILLO 3M;ITURRIA S.A;3M;1;3,00
ID-00000291;110013;CINTA METRICA X 5.00 MTS.;FERRIMED SRL;ESSAMET;1;20,40
ID-00000292;110020;ANULAR;FERRIMED SRL;GIANT;0;20,40
ID-00000293;110019;ANULAR;FERRIMED SRL;LIANGJIN;0;20,40
ID-00000294;110018;ANULAR;FERRIMED SRL;LIANGJIN;0;20,40
ID-00000295;3301100;DESTORNILLADOR PUNTA PHILLIPS DE 100 MM;ITURRIA S.A;BAHCO;3;0,49
ID-00000296;P330075;DESTORNILLADOR PUNTA PHILLIPS;ITURRIA S.A;BAHCO;5;2,34
ID-00000297;3302150;DESTORNILLADOR PUNTA PHILLIPS;ITURRIA S.A;BAHCO;7;0,00
ID-00000298;3303150;DESTORNILLADOR PUNTA PHILLIPS;ITURRIA S.A;BAHCO;3;0,75
ID-00000299;34T875;DESTORNILLADOR PUNTA TORX;ITURRIA S.A;BAHCO;2;0,56
ID-00000300;3180200;DESTORNILLADOR PUNTA PLANA;ITURRIA S.A;BAHCO;3;1,82
ID-00000301;34T1075;DESTORNILLADOR PUNTA TORX;ITURRIA S.A;BAHCO;6;4,31
ID-00000302;34T15100;DESTORNILLADOR PUNTA TORX;ITURRIA S.A;BAHCO;1;0,43
ID-00000303;34T20100;DESTORNILLADOR PUNTA TORX;ITURRIA S.A;BAHCO;1;0,44
ID-00000304;34T25125;DESTORNILLADOR PUNTA TORX;ITURRIA S.A;BAHCO;2;0,97
ID-00000305;34T27125;DESTORNILLADOR PUNTA TORX;ITURRIA S.A;BAHCO;0;0,00
ID-00000306;07840;BALDE DE ALBAÑIL VOSS;BERMON DISTRIBUIDORA S.R.L;VOSS;44;150,28
ID-00000307;303468;ELECTRODO 13A DE 2.50MM X KG.;ITURRIA S.A;CONARCO;2;21,03
ID-00000308;00008905005;PICO PARA BIDON;STIHL MOTOIMPLEMENTOS S.A;STIHL;1;28,34
ID-00000309;303481;ELECTRODO 13A DE 3.25MM X KG;ITURRIA S.A;CONARCO;20;224,40
ID-00000310;303493;ELECTRODO 13A DE 4.00MM  X KG.;ITURRIA S.A;CONARCO;11;135,97
ID-00000311;00791.835;CAMPERA TRAKER AZUL T/TALLES;BERMON DISTRIBUIDORA S.R.L;ROGUANT;10;189,89
ID-00000312;182043;RUEDA NEU. CHIC LLANT PVC C/BOLILL;PROCOM;EVOL;1;7,26
ID-00000313;182023;RUEDA NEU CHICA LLANTA PVC C/BUJE;PROCOM;OXEN;1;21,26
ID-00000314;182085;RUEDA MACIZA PARA CARRETILLA;PROCOM;DAVIDSON;1;14,74
ID-00000315;182062;RUEDA NEUMA. P/CARR. 400X90X17 LLANT. PL;PROCOM;OXEN;0;0,00
ID-00000316;4201422;RUEDA NEUMATICA P/CARRETILLA EJE DESPLA.;DELLA VALLE Y CIA SRL;EVOL;1;2,23
ID-00000317;;RUEDA P/CORTADORA CESPED BICI;FIASA S.A.I.C Y F.;FIASA;5;409,79
ID-00000318;19041;FICHA MACHO 3 PATAS;MIGUEL MIELGO S.R.L;KALOP;14;17,75
ID-00000319;03703.34;FICHA HEMBRA 3 RANURAS;BERMON DISTRIBUIDORA S.R.L;KALOP;8;8,20
ID-00000320;345010;CHOCLA CON POLVO;FERRIMED SRL;CONNOR;1;8,79
ID-00000321;01816.50;MASCARA P/SOLDAR C/VISOR MOVIL;BERMON DISTRIBUIDORA S.R.L;BERMON;2;6,43
ID-00000322;03033;CABO DE PALA EMP PLASTICA;BERMON DISTRIBUIDORA S.R.L;BZ;12;74,42
ID-00000323;02934;CABO DE PALA EMP CHAPA;BERMON DISTRIBUIDORA S.R.L;BZ;4;16,16
ID-00000324;0601072500;MEDIDOR DE DISTANCIA LASER GLM30;ITURRIA S.A;BOSCH;0;0,00
ID-00000325;02964;CABO DE ESCOBILLON C/ROSCA x 1.50 MTS.;BERMON DISTRIBUIDORA S.R.L;BZ;1;1,69
ID-00000326;02958;CABO DE ESCARDILLO DE 1.10;BERMON DISTRIBUIDORA S.R.L;BZ;6;6,81
ID-00000327;110017;CINTA METRICA X 3.00 MTS;FERRIMED SRL;LIANGJIN;13;105,37
ID-00000328;YTA22V46;MINI TRACTOR YTA 22V46;ROBERTO RUMBOS SRL  (CLIENTE;HUSQVARNA;0;0,00
ID-00000329;YTH24V54;MINI TRACTOR YTH24V54;ROBERTO RUMBOS SRL  (CLIENTE;HUSQVARNA;1;6295,41
ID-00000330;258;CINTA METRICA x 5 M TAPE MEASURE;MARTINEZ ALEJANDRO;SIN RAMO;6;28667,49
ID-00000331;;ANULAR;BERMON DISTRIBUIDORA S.R.L;BOUNCING RABBIT;0;0,00
ID-00000332;;ANULAR;BERMON DISTRIBUIDORA S.R.L;B-TE;0;0,00
ID-00000333;;ANULAR;BERMON DISTRIBUIDORA S.R.L;BOTAO;0;0,00
ID-00000334;02944;CABO P/RASTRILLO X 1.50M;BERMON DISTRIBUIDORA S.R.L;BZ;11;42,19
ID-00000335;1900100;VIBROAPISONADOR NIWA MQNW-40;ROBERTO C. RUMBO S.R.L (CLIENTE;NIWA;0;42,19
ID-00000336;V66-RC;VIBROAPISONADOR CMCV66-RC MOTOR SUBARU;SOCIEDAD INDUSTRIAL ARGENTINA;CMC;0;42,19
ID-00000337;;ANULAR;BERMON DISTRIBUIDORA S.R.L;PAMPERO;0;42,19
ID-00000338;00808.58;RASTRILLO AZUL 16 DIENTES S/CABO;BERMON DISTRIBUIDORA S.R.L;CONER;5;45,19
ID-00000339;01518.18;APAREJO GAN MAR 2 T 3M;BERMON DISTRIBUIDORA S.R.L;GAN MAR;0;45,19
ID-00000340;01518.05;APAREJO GAN MAR 1/2 T 3M;BERMON DISTRIBUIDORA S.R.L;GAN MAR;1;177,20
ID-00000341;00484;CUCHARA DE ALBAÑIL M8;BERMON DISTRIBUIDORA S.R.L;EL ROBLE;4;3,28
ID-00000342;182010;RUEDA LLANTA PLAST. BLANCA x 135MM;PROCOM;SCHAFER;2;0,77
ID-00000343;182011;RUEDA LLANTA PLAST. BLANCA x 160MM;PROCOM;SCHAFER;2;4,71
ID-00000344;106004;PINZA PARA BATERIA DE 120A;PROCOM;JR;1;2,48
ID-00000345;106003;PINZA PARA BATERIA DE 50A;PROCOM;JR;2;4,89
ID-00000346;106001;PINZA PARA BATERIA DE 20A;PROCOM;JR;1;0,57
ID-00000347;DPS31445;PAR DE GUANTE PVC X 30 CM;FERRIMED SRL;DE PASCALE;3;44,72
ID-00000348;DP 11122;PAR DE GUANTE DESCARNE PUÑO CORTO DESC.  FERRIMED SRL;;DE PASCALE;6;131,05
ID-00000349;DP 11132;PAR DE GUANTE DESCARNE PUÑO LARGO DESC;FERRIMED SRL;DE PASCALE;7;134,32
ID-00000350;G80;PAR DE GUANTE ACRILONITRILO VERDE FLOCAD;MARTINEZ ALEJANDRO;DE PASCALE;22;135020,33
ID-00000351;DPS 61323;PAR DE GUANTE DE LATEX FLOCADO;FERRIMED SRL;DE PASCALE;170;39,13
ID-00000352;124022;PAR DE GUANTE SOLDADOR ROJO;PROCOM;SIN RAMO;1;0,68
ID-00000353;DPS88114;PAR DE GUANTE NITRILO TEJ C/RECUBRIMIENT;FERRIMED SRL;DE PASCALE;44;18664,50
ID-00000354;0;PAR DE GUANTE TEJIDO S/COST. NGR/NAR.T10;MARTINEZ ALEJANDRO;SIN RAMO;95;24609,45
ID-00000355;DP11112;PAR DE GUANTE DESCARNE PUÑO DE LONA;FERRIMED SRL;DE PASCALE;0;24609,45
ID-00000356;DPS801305;PAR DE GUANTE TERRYCLOTH;FERRIMED SRL;DE PASCALE;0;24609,45
ID-00000357;00791.10;PAR DE GUANTE VAQUETA  T10 SG;BERMON DISTRIBUIDORA S.R.L;SG;159;1240,28
ID-00000358;01841.860;PAR DE GUANTE MULTIFLEX NEGRO/FLUOR;BERMON DISTRIBUIDORA S.R.L;STEELPRO;12;46,78
ID-00000359;100000100;MECHA EZETA ACERO RAPIDO DE 1.00 MM;ITURRIA S.A;EZETA;7;2,66
ID-00000360;100000125;MECHA EZETA ACERO RAPIDO DE 1.25 MM;ITURRIA S.A;EZETA;5;4,00
ID-00000361;100000150;MECHA EZETA ACERO RAPIDO DE 1.50 MM;ITURRIA S.A;EZETA;2;0,70
ID-00000362;100000175;MECHA EZETA ACERO RAPIDO DE 1.75 MM;ITURRIA S.A;EZETA;2;3,46
ID-00000363;03238;MECHA EZETA ACERO RAPIDO DE 2.00 MM;BERMON DISTRIBUIDORA S.R.L;EZETA;6;4,47
ID-00000364;100000225;MECHA EZETA ACERO RAPIDO DE 2.25 MM;ITURRIA S.A;EZETA;16;2,69
ID-00000365;03242;MECHA EZETA ACERO RAPIDO DE 2.50 MM;BERMON DISTRIBUIDORA S.R.L;EZETA;11;15,59
ID-00000366;03244;MECHA EZETA ACERO RAPIDO DE 2.75 MM;BERMON DISTRIBUIDORA S.R.L;EZETA;2;2,84
ID-00000367;100000325;MECHA EZETA ACERO RAPIDO DE 3.25 MM;ITURRIA S.A;EZETA;11;18,84
ID-00000368;03252;MECHA EZETA ACERO RAPIDO DE 3.75 MM;BERMON DISTRIBUIDORA S.R.L;EZETA;1;2,07
ID-00000369;03254;MECHA EZETA ACERO RAPIDO DE 4.00 MM;BERMON DISTRIBUIDORA S.R.L;EZETA;7;16,36
ID-00000370;03256;MECHA EZETA ACERO RAPIDO DE 4.25 MM;BERMON DISTRIBUIDORA S.R.L;EZETA;14;32,75
ID-00000371;03254;MECHA EZETA ACERO RAPIDO DE 4.50 MM;BERMON DISTRIBUIDORA S.R.L;EZETA;6;12,48
ID-00000372;03262;MECHA EZETA ACERO RAPIDO DE 5.00 MM;BERMON DISTRIBUIDORA S.R.L;EZETA;0;12,48
ID-00000373;03264;MECHA EZETA ACERO RAPIDO DE 5.25 MM;BERMON DISTRIBUIDORA S.R.L;EZETA;7;2,36
ID-00000374;100000550;MECHA EZETA ACERO RAPIDO DE 5.50 MM;ITURRIA S.A;EZETA;6;10,47
ID-00000375;100000575;MECHA EZETA ACERO RAPIDO DE 5.75 MM;ITURRIA S.A;EZETA;3;1,18
ID-00000376;03270;MECHA EZETA ACERO RAPIDO DE 6.00 MM;BERMON DISTRIBUIDORA S.R.L;EZETA;3;10,30
ID-00000377;100000675;MECHA EZETA ACERO RAPIDO DE 6.75 MM;ITURRIA S.A;EZETA;6;3,07
ID-00000378;03274;MECHA EZETA ACERO RAPIDO DE 6.50 MM;BERMON DISTRIBUIDORA S.R.L;EZETA;10;36,33
ID-00000379;00479.0;GRINFA EL ROBLE DE 6 MM;BERMON DISTRIBUIDORA S.R.L;EL ROBLE;1;7,82
ID-00000380;00479.05;GRINFA EL ROBLE DE 8MM;BERMON DISTRIBUIDORA S.R.L;EL ROBLE;3;27,90
ID-00000381;00479.10;GRINFA EL ROBLE DE 10MM;BERMON DISTRIBUIDORA S.R.L;EL ROBLE;3;31,36
ID-00000382;00479.15;GRINFA EL ROBLE DE12MM;BERMON DISTRIBUIDORA S.R.L;EL ROBLE;2;27,96
ID-00000383;00479.20;GRINFA EL ROBLE DE 14MM;BERMON DISTRIBUIDORA S.R.L;EL ROBLE;4;11,06
ID-00000384;03520.42;MECHA EZETA ACERO RAPIDO DE 6.25 MM;BERMON DISTRIBUIDORA S.R.L;EZETA;5;6,87
ID-00000385;03278;MECHA EZETA ACERO RAPIDO DE 7.00 MM;BERMON DISTRIBUIDORA S.R.L;EZETA;5;21,83
ID-00000386;100000750;MECHA EZETA ACERO RAPIDO DE 7.50MM;ITURRIA S.A;EZETA;7;6,33
ID-00000387;100000725;MECHA EZETA ACERO RAPIDO DE 7.25 MM;ITURRIA S.A;EZETA;3;3,14
ID-00000388;03286;MECHA EZETA ACERO RAPIDO DE 8.00 MM;BERMON DISTRIBUIDORA S.R.L;EZETA;13;79,46
ID-00000389;03288;MECHA EZETA ACERO RAPIDO DE 8.25 MM;BERMON DISTRIBUIDORA S.R.L;EZETA;12;73,34
ID-00000390;07754.55;MANGUERA DE RIEGO MONOCOLOR 1/2 X MTS.;BERMON DISTRIBUIDORA S.R.L;CONER;5;1,15
ID-00000391;07754.70;MANGUERA DE RIEGO MONOCOLOR 3/4 X MTS.;BERMON DISTRIBUIDORA S.R.L;CONER;13;2,74
ID-00000392;07754.75;"MANGUERA DE RIEGO MONOCOLOR DE 1"" X MTS.  BERMON DISTRIBUIDORA S.R.L";;CONER;13;0,84
ID-00000393;07762.05;MANGUERA DE RIEGO TRENZADA DE 1/2 X MTS.;BERMON DISTRIBUIDORA S.R.L;CONER;15;0,98
ID-00000394;07763.05;MANGUERA DE RIEGO TRENZADA DE 3/4 X MTS.;BERMON DISTRIBUIDORA S.R.L;CONER;13;1,03
ID-00000395;100000850;MECHA EZETA ACERO RAPIDO DE 8.50 MM;ITURRIA S.A;EZETA;1;3,26
ID-00000396;100000875;MECHA EZETA ACERO RAPIDO DE 8.75 MM;ITURRIA S.A;EZETA;17;113,26
ID-00000397;03294;MECHA EZETA ACERO RAPIDO DE 9.00 MM;BERMON DISTRIBUIDORA S.R.L;EZETA;1;7,26
ID-00000398;03298;MECHA EZETA ACERO RAPIDO DE 9.50 MM;BERMON DISTRIBUIDORA S.R.L;EZETA;3;4,63
ID-00000399;100000925;MECHA EZETA ACERO RAPIDO DE 9.25 MM;ITURRIA S.A;EZETA;2;4,46
ID-00000400;100000975;MECHA EZETA ACERO RAPIDO DE 9.75 MM;ITURRIA S.A;EZETA;4;9,59
ID-00000401;03302;MECHA EZETA ACERO RAPIDO DE 10.00 MM;BERMON DISTRIBUIDORA S.R.L;EZETA;3;32,36
ID-00000402;100001025;MECHA EZETA ACERO RAPIDO DE 10.25 MM;ITURRIA S.A;EZETA;5;9,46
ID-00000403;03306;MECHA EZETA ACERO RAPIDO DE 10.50 MM;ITURRIA S.A;EZETA;4;16,69
ID-00000404;03310;MECHA EZETA ACERO RAPIDO DE 11.00 MM;BERMON DISTRIBUIDORA S.R.L;EZETA;6;74,92
ID-00000405;100001125;MECHA EZETA ACERO RAPIDO DE 11.25 MM;ITURRIA S.A;EZETA;1;3,41
ID-00000406;100001150;MECHA EZETA ACERO RAPIDO DE 11.50 MM;ITURRIA S.A;EZETA;0;0,00
ID-00000407;100001175;MECHA EZETA ACERO RAPIDO DE 11.75 MM;ITURRIA S.A;EZETA;1;2,09
ID-00000408;03318;MECHA EZETA ACERO RAPIDO DE 12.00 MM;BERMON DISTRIBUIDORA S.R.L;EZETA;1;8,33
ID-00000409;100001225;MECHA EZETA ACERO RAPIDO DE 12.25 MM;ITURRIA S.A;EZETA;2;16,69
ID-00000410;100001250;MECHA EZETA ACERO RAPIDO DE 12.50 MM;ITURRIA S.A;EZETA;1;19,16
ID-00000411;100001275;MECHA EZETA ACERO RAPIDO DE 12.75 MM;ITURRIA S.A;EZETA;2;21,61
ID-00000412;03326;MECHA EZETA ACERO RAPIDO DE 13.00 MM;BERMON DISTRIBUIDORA S.R.L;EZETA;6;116,95
ID-00000413;7318;TIJERA P/CORTA ALAMBRE RUCCI;MIGUEL MIELGO S.R.L;RUCCI;0;36,45
ID-00000414;03688.38;REMACHE POP DE 3.5 X 25MM;BERMON DISTRIBUIDORA S.R.L;ARGENRAP;870;36,45
ID-00000415;03688.46;REMACHE POP DE 4 X 10 MM;BERMON DISTRIBUIDORA S.R.L;RERAR;0;1,01
ID-00000416;03688.54;REMACHE POP DE 4 X 14 MM;BULONFER S.A;ARGENRAP;30;1,01
ID-00000417;03688.60;REMACHE POP DE 4 X 20 MM;BERMON DISTRIBUIDORA S.R.L;ARGENRAP;175;7,01
ID-00000418;03688.80;REMACHE POP DE 4.8 X 14 MM;BERMON DISTRIBUIDORA S.R.L;RERAR;0;7,01
ID-00000419;76.5.20;REMACHE POP DE 5 X 20 MM;BULONFER S.A;ARGENRAP;0;7,01
ID-00000420;304MI071016;ABRAZADERA 7 MM DE;ITURRIA S.A;PERFECTO;83;1,50
ID-00000421;549010;APAREJO A PALANCA X 3 TN;FERRIMED SRL;GAN-MAR;0;1,50
ID-00000422;;APAREJO A PALANCA X 2 TN;FERRIMED SRL;GAN-MAR;0;1,50
ID-00000423;26011;CAJA DE HERRAMIENTAS Nº 2 PAPAGNO;DELLA VALLE Y CIA SRL;PAPAGNO;1;3,18
ID-00000424;0479.85;CUCHARA DE ALBAÑIL 5 1/2;BERMON DISTRIBUIDORA S.R.L;EL ROBLE;0;3,18
ID-00000425;26013;CAJA DE HERRAMIENTAS Nº 7 PAPAGNO;DELLA VALLE Y CIA SRL;PAPAGNO;0;3,18
ID-00000426;26015;CAJA DE HERRAMIENTAS Nº 25 PAPAGNO;DELLA VALLE Y CIA SRL;PAPAGNO;0;3,18
ID-00000427;00644.75;CAJA DE HERRAMIENTAS TIPO FUELLE ROJA;BERMON DISTRIBUIDORA S.R.L;CONER;0;3,18
ID-00000428;942;METRO DE MADERA DE 1.00 MTS.;BERMON DISTRIBUIDORA S.R.L;RACORT;1;3,18
ID-00000429;00644.74;CAJA DE HERRAMIENTAS CON FUELLE ROJA;BERMON DISTRIBUIDORA S.R.L;CONER;0;0,00
ID-00000430;01704.05;METRO DE MADERA DE 2.00 MTS;BERMON DISTRIBUIDORA S.R.L;RACORT;5;7,42
ID-00000431;00421.20;ESCUADRA METALICA EL ROBLE 70;BERMON DISTRIBUIDORA S.R.L;EL ROBLE;1;0,41
ID-00000432;00797.30;ESCUADRA METALICA CONNER 50CM;BERMON DISTRIBUIDORA S.R.L;CONER;0;0,00
ID-00000433;1410;TERRAJA MACHETE Nº 9;DISMAR;MACHETE;1;3,08
ID-00000434;;ACEITE STIHL 2T X 500 CC;STIHL MOTOIMPLEMENTOS S.A;STIHL;67;786,57
ID-00000435;1411;TERRAJA MACHETE Nº 10;FERNANDEZ Y FERNANDEZ;MACHETE;0;0,00
ID-00000436;;ACEITE STIHL 2T X 1LT;STIHL MOTOIMPLEMENTOS S.A;STIHL;107;2827,04
ID-00000437;260,31;ANULAR;BULONFER S.A;HUALA;0;0,00
ID-00000438;175.PC.500;PRENSA F BARBERO 120/500;BULONFER S.A;BARBERO;0;123,00
ID-00000439;175.PC.300;PRENSA F BARBERO 120/300;BULONFER S.A;BARBERO;0;125,45
ID-00000440;526000;MOTON GAN-MAR DE 60 MM DE UN CANAL;FERRIMED SRL;GAN-MAR;0;22,00
ID-00000441;526001;MOTON GAN-MAR DE 60 MM DE 2 CANALES;FERRIMED SRL;GAN-MAR;0;0,00
ID-00000442;526002;MOTON GAN-MAR DE 60 MM DE 3 CANALES;FERRIMED SRL;GAN-MAR;1;64,17
ID-00000443;526003;MOTON GAN-MAR DE 80 MM DE UN CANAL;FERRIMED SRL;GAN-MAR;0;0,00
ID-00000444;526004;MOTON GAN-MAR DE 80 MM DE DOS CANALES;FERRIMED SRL;GAN-MAR;1;194,47
ID-00000445;1126;PICO DE INFLAR CON TRABA TIPO MICHELIN;MIGUEL MIELGO S.R.L;FIXO;6;20,70
ID-00000446;07655.20;COLA FORTEX x 200ML;BERMON DISTRIBUIDORA S.R.L;FORTEX;11;39,01
ID-00000447;07655.25;COLA FORTEX X 500GR;BERMON DISTRIBUIDORA S.R.L;FORTEX;10;57,52
ID-00000448;07655.18;COLA FORTEX x 125ML;BERMON DISTRIBUIDORA S.R.L;FORTEX;11;27,09
ID-00000449;07655.60;ADHESIVO FORTEX x 250 CC;BERMON DISTRIBUIDORA S.R.L;FORTEX;2;11,15
ID-00000450;07655.55;ADHESIVO FORTEX x 125 CC;BERMON DISTRIBUIDORA S.R.L;FORTEX;11;47,95
ID-00000451;120.P.G400;SELLADOR MULTIUSO;BULONFER S.A;SUPRABOND;1;0,79
ID-00000452;A00061;SELLADOR ZINGUERIA Y CANALETAS;ANGAR DISTRIBUCIONES;SUPRABOND;1;638,08
ID-00000453;303741;ELECTRODO CONARCROM 1400 DE 4.00MM X KG;ITURRIA S.A;CONARCO;8;157,82
ID-00000454;303533;ELECTRODO CONARCO 7018 3.25MM X KG;ITURRIA S.A;CONARCO;19;308,22
